Date_Time_1,DurationMin_1,envirolightlux_1,envirolightlux_9,envirotemp_1,envirotemp_9,envirorh_1,envirorh_9,envirooccupancy_1,envirooccupancy_9,envirosound_1,envirosound_9,vo2_1,vo2_2,vo2_3,vo2_4,vo2_5,vo2_6,vo2_7,vo2_8,vo2_9,vo2_10,vo2_11,vo2_12,vo2_13,vo2_14,vo2_15,vco2_1,vco2_2,vco2_3,vco2_4,vco2_5,vco2_6,vco2_7,vco2_8,vco2_9,vco2_10,vco2_11,vco2_12,vco2_13,vco2_14,vco2_15,vh2o_1,vh2o_2,vh2o_3,vh2o_4,vh2o_5,vh2o_6,vh2o_7,vh2o_8,vh2o_9,vh2o_10,vh2o_11,vh2o_12,vh2o_13,vh2o_14,vh2o_15,kcal_hr_1,kcal_hr_2,kcal_hr_3,kcal_hr_4,kcal_hr_5,kcal_hr_6,kcal_hr_7,kcal_hr_8,kcal_hr_9,kcal_hr_10,kcal_hr_11,kcal_hr_12,kcal_hr_13,kcal_hr_14,kcal_hr_15,rq_1,rq_2,rq_3,rq_4,rq_5,rq_6,rq_7,rq_8,rq_9,rq_10,rq_11,rq_12,rq_13,rq_14,rq_15,foodupa_1,foodupa_2,foodupa_3,foodupa_4,foodupa_5,foodupa_6,foodupa_7,foodupa_8,foodupa_9,foodupa_10,foodupa_11,foodupa_12,foodupa_13,foodupa_14,foodupa_15,waterupa_1,waterupa_2,waterupa_3,waterupa_4,waterupa_5,waterupa_6,waterupa_7,waterupa_8,waterupa_9,waterupa_10,waterupa_11,waterupa_12,waterupa_13,waterupa_14,waterupa_15,waterupb_1,waterupb_2,waterupb_3,waterupb_4,waterupb_5,waterupb_6,waterupb_7,waterupb_8,waterupb_9,waterupb_10,waterupb_11,waterupb_12,waterupb_13,waterupb_14,waterupb_15,bodymass_1,bodymass_2,bodymass_3,bodymass_4,bodymass_5,bodymass_6,bodymass_7,bodymass_8,bodymass_9,bodymass_10,bodymass_11,bodymass_12,bodymass_13,bodymass_14,bodymass_15,xbreak_1,xbreak_2,xbreak_3,xbreak_4,xbreak_5,xbreak_6,xbreak_7,xbreak_8,xbreak_9,xbreak_10,xbreak_11,xbreak_12,xbreak_13,xbreak_14,xbreak_15,ybreak_1,ybreak_2,ybreak_3,ybreak_4,ybreak_5,ybreak_6,ybreak_7,ybreak_8,ybreak_9,ybreak_10,ybreak_11,ybreak_12,ybreak_13,ybreak_14,ybreak_15,zbreak_1,zbreak_2,zbreak_3,zbreak_4,zbreak_5,zbreak_6,zbreak_7,zbreak_8,zbreak_9,zbreak_10,zbreak_11,zbreak_12,zbreak_13,zbreak_14,zbreak_15,pedmeters_1,pedmeters_2,pedmeters_3,pedmeters_4,pedmeters_5,pedmeters_6,pedmeters_7,pedmeters_8,pedmeters_9,pedmeters_10,pedmeters_11,pedmeters_12,pedmeters_13,pedmeters_14,pedmeters_15,allmeters_1,allmeters_2,allmeters_3,allmeters_4,allmeters_5,allmeters_6,allmeters_7,allmeters_8,allmeters_9,allmeters_10,allmeters_11,allmeters_12,allmeters_13,allmeters_14,allmeters_15,si13c_1,si13c_2,si13c_3,si13c_4,si13c_5,si13c_6,si13c_7,si13c_8,si13c_9,si13c_10,si13c_11,si13c_12,si13c_13,si13c_14,si13c_15,bodytemp_1,bodytemp_2,bodytemp_3,bodytemp_4,bodytemp_5,bodytemp_6,bodytemp_7,bodytemp_8,bodytemp_9,bodytemp_10,bodytemp_11,bodytemp_12,bodytemp_13,bodytemp_14,bodytemp_15
06/09/2025 16:11:20,3.000,31.57778,47,23.23447,23.44943,51.62003,51.40209,12.63316,12.63017,2616.952,1187.724,1.863233,2.024739,1.679005,2.086952,1.59463,2.0033,1.74117,2.34293,2.10836,2.23525,1.884636,1.913539,2.131103,1.856903,2.380097,1.365176,1.421671,1.172303,1.586849,1.200854,1.506627,1.321753,1.673292,1.488447,1.545973,1.349034,1.408713,1.533977,1.328896,1.565951,0.3034009,0.3126762,0.2495307,0.3160729,0.3021931,0.3394682,0.1834251,0.486217,0.2255216,0.3017401,0.1836113,0.3192039,0.2388325,0.2367824,0.5013909,0.5311731,0.573112,0.4748115,0.598784,0.456755,0.57368,0.4994287,0.6650488,0.5973161,0.6311381,0.535163,0.5459576,0.6057153,0.5272687,0.6667142,0.7321965,0.7020107,0.6976059,0.7600932,0.7529188,0.7520285,0.7591231,0.7146612,0.7050912,0.69187,0.7157858,0.7352954,0.7196633,0.7170149,0.6586369,0,0.0007528315,0,0,0,0.005030314,0,0.03268426,0,0.003697712,0,0.00464274,0.000977919,0.0001062841,0.07192913,0,0,0,0,0,0,0,0.0003170438,0,0,0,0,7.472411e-07,0.0004447937,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.3399,32.46941,33.79824,29.32887,23.05527,34.8749,32.33066,27.9324,28.76756,165,130,184,239,162,190,159,217,229,213,159,176,253,202,122,178,148,134,233,181,181,163,203,174,193,140,197,269,221,167,21,35,2,10,19,64,26,74,28,15,3,7,14,15,91,0.6184977,0.7617723,0.2419778,0.8726516,0.731229,1.13823,1.18732,1.019007,1.025259,0.7097797,0.3509829,0.6608815,1.209492,0.918837,0.449998,0.7524095,0.8963897,0.4043085,1.048812,0.9304783,1.313623,1.334116,1.196397,1.219539,0.8406777,0.4534483,0.8178237,1.391412,1.10992,0.5561419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:14:20,3.000,31.1,47,23.32869,23.52464,51.47109,50.11407,12.61882,12.62391,2158.108,875.3014,1.995354,2.050819,1.839798,2.102246,1.619194,1.982628,1.737337,2.337895,1.927442,2.179754,1.765792,2.088418,2.169657,1.835688,2.32374,1.496631,1.491864,1.343481,1.604422,1.209087,1.487029,1.314227,1.669863,1.303427,1.544049,1.280795,1.511777,1.539147,1.319767,1.534203,0.2457379,0.2591743,0.2146853,0.2917884,0.3031503,0.345526,0.1908188,0.4901335,0.2182363,0.2748117,0.1642703,0.3114931,0.242062,0.2400804,0.5042517,0.5711378,0.5839367,0.5241921,0.6035665,0.4631097,0.5674915,0.4980229,0.6636308,0.5422584,0.6178876,0.5025327,0.5941489,0.6151749,0.5216466,0.6512814,0.7494473,0.7272918,0.7274581,0.7630035,0.7469909,0.7498486,0.7564567,0.7147135,0.6758108,0.7087141,0.7258168,0.7243966,0.7097051,0.7202975,0.6613519,0.008922663,0.008742882,0,0.0005310907,0.00731998,0.01744489,0.0002180003,0.04968268,0,0.06722952,0.002012379,0.005126953,0.01038411,0.003775699,0.1350098,0,0,0,0,0,0.007675002,0,0.001678467,0,0,0,0.0171997,0.003388739,0.00302124,0.01289062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.3399,32.46941,33.79824,29.32887,23.05527,34.8749,32.33066,27.9324,28.76756,202,154,237,219,167,198,165,232,216,242,142,199,224,184,138,206,193,210,239,163,188,165,222,167,216,157,187,251,188,151,29,49,15,21,12,31,66,41,17,44,17,14,32,9,28,2.615506,3.07799,2.327496,2.930347,2.19583,2.997761,2.477684,3.790333,2.80401,3.935651,1.235088,2.237266,3.7783,2.693787,1.987339,3.085236,3.442211,2.858978,3.49169,2.747969,3.521635,2.893152,4.292093,3.383754,4.367356,1.622586,2.731777,4.30773,3.265747,2.436299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:17:20,3.000,33,48.88889,23.45888,23.59114,49.75647,47.68852,12.62421,12.6491,3969.418,4418.163,1.969448,2.093107,1.963284,2.117283,1.673412,1.892848,1.730377,2.315543,1.805181,2.221257,1.699498,2.196558,2.241283,1.746156,2.040699,1.493053,1.554347,1.483391,1.621588,1.226198,1.404573,1.282687,1.655632,1.218667,1.564763,1.251728,1.550483,1.539334,1.27613,1.377734,0.2475246,0.2471032,0.1916356,0.2648116,0.3052799,0.3656899,0.2344437,0.5369648,0.2694964,0.3186013,0.1768242,0.3192051,0.255283,0.2508035,0.5266442,0.5647748,0.5980826,0.5626759,0.6082613,0.4770654,0.5407903,0.494284,0.6574011,0.5077239,0.6290761,0.484928,0.6222882,0.6321241,0.4975801,0.5739701,0.7581908,0.7428877,0.7555711,0.7658283,0.7333,0.7418137,0.7412799,0.7152562,0.6758071,0.7049822,0.7362604,0.704226,0.6868201,0.7312949,0.6765385,0.01361084,0.015291,0,0.02230529,0.008392334,0.02064563,0.01566539,0.04968268,0,0.1451868,0.003753661,0.005126953,0.01556376,0.02007863,0.1737313,0,0.0008061302,0.000526852,0.01271269,0,0.01239014,0.0002534654,0.001678467,0,0.005911339,0,0.05960082,0.003631592,0.00302124,0.01757812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.3399,32.46941,33.79824,29.32887,23.05527,34.8749,32.33066,27.9324,28.76756,213,181,212,250,129,213,192,181,147,200,195,218,176,190,145,198,200,198,273,181,212,198,214,133,182,168,205,206,206,176,21,58,10,14,4,26,6,80,26,78,14,11,29,24,28,4.589537,6.022026,4.314757,5.708882,3.16877,5.206416,4.655327,6.147094,4.175592,6.024641,2.871743,4.257558,5.742365,4.520122,3.213519,5.390961,6.615263,5.23021,6.629174,3.987505,6.052802,5.311982,6.910941,5.109773,6.776966,3.498793,5.1116,6.646677,5.425306,3.947559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:20:20,3.000,32.4,48.82222,23.2637,23.41036,42.47162,44.14002,12.62401,12.61996,3564.701,909.4835,1.764719,2.143991,1.797563,2.106688,1.576361,1.846176,1.709635,2.262119,1.898181,2.371242,1.802379,1.874732,2.1309,1.680375,1.925319,1.331908,1.576594,1.351373,1.601328,1.160997,1.37314,1.258414,1.622472,1.290754,1.625145,1.329374,1.261572,1.448113,1.188811,1.330079,0.3020897,0.3111334,0.2381429,0.290953,0.3076513,0.3759383,0.2528127,0.569193,0.2867355,0.3747393,0.2389504,0.3786327,0.2974364,0.2686601,0.5203874,0.5056708,0.6115909,0.5147289,0.6044117,0.4497901,0.5276684,0.4877687,0.6425678,0.5344982,0.6685485,0.5144078,0.527017,0.5999693,0.476231,0.543525,0.7546873,0.7354704,0.7516482,0.7600138,0.73785,0.743833,0.7364013,0.7174441,0.6805677,0.6853646,0.7376912,0.6710926,0.6794432,0.7070187,0.6903375,0.01415677,0.01748657,0.06224442,0.03987155,0.008392334,0.0264213,0.01940917,0.04968268,0.02158779,0.1647932,0.003753661,0.005126953,0.05685241,0.02395629,0.2204684,0,0.03217751,0.002475654,0.01358032,0,0.01387558,0.003509522,0.001678467,0.003198241,0.02218628,0,0.05960082,0.003631592,0.00302124,0.01757812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.3394,32.46941,33.79824,29.32887,23.05527,34.8749,32.33066,27.9324,28.76756,187,127,202,212,96,223,158,184,206,130,244,145,217,115,225,207,167,210,233,145,217,133,179,146,130,205,108,231,127,199,31,83,52,18,10,33,56,71,48,17,49,8,27,31,24,6.690035,8.224328,6.01884,8.73227,3.841202,7.655842,6.151067,8.557442,5.485999,7.619,4.967953,5.919143,7.422786,6.27307,4.557613,7.863235,9.070412,7.353384,9.977062,4.946651,8.872794,7.015401,9.588093,6.823038,8.641783,5.87063,7.054547,8.76055,7.474907,5.594136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:23:20,3.000,31.97778,47.98889,23.272,23.41651,52.87272,51.94503,12.61431,12.66369,2334.234,896.9368,1.683236,2.099753,1.695787,2.068832,1.399948,1.869422,1.669132,2.123426,2.162721,2.483719,1.963603,1.745413,2.06029,1.655324,2.006048,1.261054,1.545288,1.266579,1.572329,1.059606,1.411415,1.262644,1.538608,1.474122,1.698444,1.403461,1.189258,1.40468,1.144222,1.406993,0.250817,0.2809761,0.2279148,0.2893524,0.3018052,0.3704763,0.2078426,0.512473,0.2291663,0.3064761,0.1968302,0.3414283,0.2821502,0.2528823,0.4768226,0.4817016,0.5990528,0.4850359,0.5935358,0.4013472,0.5357051,0.4784721,0.6042074,0.6092198,0.7000089,0.5574472,0.4916394,0.5803908,0.4673485,0.5677183,0.7492152,0.7360126,0.7471261,0.7600608,0.757091,0.7550641,0.7567551,0.7249834,0.6825781,0.6844454,0.7153034,0.6820536,0.6819108,0.6913232,0.7015998,0.01973885,0.02604472,0.08651733,0.04190063,0.008392334,0.04511955,0.0206219,0.04968268,0.03265381,0.1665303,0.003753661,0.006149984,0.06750508,0.02395629,0.2264713,0,0.04855344,0.01511976,0.01582641,0,0.01541137,0.003509522,0.001678467,0.005312092,0.02749583,0.0008992514,0.06463571,0.003631592,0.00302124,0.01782127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.33772,32.46941,33.79824,29.32887,23.05527,34.8749,32.33066,27.9324,28.76756,154,122,181,190,139,199,179,166,213,188,208,167,152,92,182,175,134,172,181,162,213,153,157,179,203,228,141,173,138,224,61,81,19,54,10,43,3,77,46,18,36,25,13,13,54,8.068965,10.82569,7.529346,10.9911,4.363814,10.11404,7.040989,10.4199,7.496912,8.361597,7.867163,6.698086,8.823915,6.735529,6.948914,9.657845,11.89197,9.229767,12.58162,5.762451,11.65637,8.188553,11.76899,9.216886,9.756568,9.045576,8.146883,10.50675,8.13246,8.336898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:26:20,3.000,33,47,23.38242,23.4743,50.87782,50.66821,12.62263,12.62783,2195.717,892.7963,1.677713,2.021564,1.692604,2.012112,1.335835,1.933649,1.67622,2.1124,2.08453,2.265506,1.894575,1.896087,2.049491,1.639611,1.972231,1.266492,1.502114,1.265159,1.545925,1.035143,1.463304,1.284284,1.541712,1.512649,1.610098,1.389487,1.343639,1.422813,1.165632,1.409867,0.2031848,0.2220981,0.1772107,0.2416337,0.2735763,0.3542604,0.1935866,0.492733,0.18089,0.2628395,0.1543822,0.2756073,0.2292702,0.2061711,0.4403439,0.4807563,0.5776992,0.4841892,0.5783715,0.3845635,0.5543354,0.4815841,0.601806,0.5932872,0.6425476,0.5401976,0.5375127,0.5790404,0.4650538,0.5599125,0.754642,0.7430763,0.7478698,0.768317,0.7747548,0.7567261,0.7660347,0.7297312,0.7282304,0.714483,0.7363116,0.7084012,0.6946156,0.710991,0.7150572,0.02236938,0.06813037,0.08651733,0.04426117,0.05901678,0.06393449,0.06151075,0.04968268,0.03265381,0.1763615,0.004193527,0.025557,0.06750508,0.02395629,0.2741274,0,0.04855344,0.01580811,0.05252431,0,0.01541137,0.003509522,0.001678467,0.01432428,0.03527832,0.006347657,0.09813901,0.01136458,0.00302124,0.02630288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.336,32.46941,33.79824,29.32887,23.05527,34.8749,32.33066,27.9324,28.76756,116,153,177,186,169,201,128,232,223,258,247,171,197,111,177,100,145,182,193,186,202,152,208,158,243,224,185,195,93,192,8,63,0,23,58,56,45,38,16,5,23,53,16,7,61,8.86564,12.8199,8.953693,12.19646,5.103864,12.50415,8.27068,11.93785,9.270361,9.984148,10.80844,7.80586,10.13799,7.474559,9.142462,10.80321,14.08431,10.93041,14.11161,6.883678,14.39092,9.73067,13.65035,11.42436,11.75328,12.37303,9.564321,12.18731,9.16821,10.88239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:29:20,3.000,33,47,23.41967,23.55893,44.73758,49.70227,12.61017,12.62989,4901.553,877.4205,1.724268,1.995939,1.699223,1.991986,1.4055,2.014948,1.751389,2.190195,1.958857,2.024711,1.732786,2.267507,1.998947,1.555807,1.978637,1.344684,1.507722,1.28067,1.510398,1.096209,1.509421,1.337583,1.604659,1.424585,1.489662,1.337493,1.611434,1.437188,1.131142,1.398463,0.229089,0.2293322,0.1992277,0.2578945,0.2779773,0.35313,0.2000122,0.5110192,0.1870422,0.2639666,0.1507116,0.2755109,0.2231864,0.2117439,0.4569793,0.4969535,0.5720121,0.4867834,0.5712549,0.405089,0.5766197,0.5028955,0.6243786,0.5577267,0.5776172,0.4984906,0.6431095,0.5680428,0.4429488,0.5606704,0.7794919,0.7554649,0.7539468,0.7582766,0.7803954,0.749289,0.7640245,0.732416,0.726868,0.7357787,0.7724499,0.7109611,0.7190713,0.7273628,0.7069418,0.02236938,0.08542853,0.09393245,0.05123901,0.1042219,0.06889623,0.08855923,0.04968268,0.03265381,0.1993666,0.01528789,0.02713011,0.07084365,0.02395629,0.3051413,0,0.04865913,0.01580811,0.07766722,0.007691701,0.01768417,0.003509522,0.001678467,0.01763918,0.03527832,0.02060099,0.1287231,0.01702881,0.00302124,0.02667233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.33429,32.46941,33.79824,29.32887,23.05527,34.8749,32.33066,27.9324,28.76756,113,117,183,214,183,228,219,219,220,163,123,135,152,118,193,170,170,201,232,194,216,230,207,169,195,175,135,187,106,201,0,74,46,21,19,14,12,46,35,6,104,9,33,2,67,9.171019,15.16152,11.25237,14.16789,6.336519,14.77668,9.846068,14.85189,11.22718,11.94525,13.40228,9.076546,11.30714,7.580555,11.72382,11.41239,16.64757,13.51532,16.45439,8.474434,17.03107,11.62288,16.90041,13.7355,14.09075,15.31065,11.19824,13.66243,9.42265,13.74351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:32:20,3.000,33,47,23.2248,23.52196,48.84309,43.11045,12.62833,12.62587,2274.191,4199.62,1.86357,1.962261,1.728781,2.010195,1.575753,2.092244,1.939216,2.122827,1.957079,2.109354,1.853359,2.169135,2.084055,1.569467,1.966198,1.467839,1.496414,1.317056,1.491475,1.217204,1.532811,1.453811,1.570952,1.313895,1.497932,1.368779,1.512425,1.462181,1.154222,1.35905,0.2332817,0.2312643,0.2164103,0.2862216,0.320792,0.3818786,0.2131134,0.5093135,0.2419824,0.30701,0.1928043,0.315319,0.2644567,0.2400048,0.48926,0.5380656,0.5632982,0.4961874,0.5743049,0.4533762,0.5964494,0.5550219,0.6062121,0.5499609,0.5981805,0.5290775,0.6132782,0.589826,0.4477103,0.5551137,0.7882937,0.7626685,0.7618706,0.7421677,0.7727482,0.732818,0.7500746,0.7401784,0.6716357,0.7104071,0.7392684,0.6968889,0.7031767,0.7354805,0.691134,0.02236938,0.09133901,0.1038514,0.05123901,0.1062621,0.1529197,0.09045404,0.07179439,0.04682804,0.2240096,0.04554826,0.02713011,0.09751078,0.02395629,0.3504259,0.002517193,0.1126754,0.01580811,0.07766722,0.04013062,0.01788329,0.003509522,0.001678467,0.01763918,0.06831276,0.02487184,0.1287231,0.03561627,0.00302124,0.02667233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.33257,32.46941,33.79824,29.32887,23.05891,34.8749,32.33066,27.9324,28.76756,207,187,222,208,210,179,199,234,222,171,196,113,212,170,184,210,173,162,203,247,194,202,217,172,159,178,83,237,195,193,21,51,12,17,16,45,28,57,23,52,50,1,33,10,39,10.32693,17.40417,12.76338,16.36624,7.923931,16.63065,11.80993,17.89976,12.88413,13.37772,15.27045,9.495841,13.04471,8.317616,13.63371,12.9391,19.15992,15.36171,19.00505,10.48555,19.27157,13.90899,20.19717,15.76936,15.8347,17.42949,11.85147,15.79627,10.50491,15.90551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:35:20,3.000,33,47,23.30956,23.39927,52.05907,49.64283,12.62692,12.63485,2556.276,1186.02,2.030924,1.915714,1.78827,2.071742,1.478116,2.021385,2.000844,2.061882,2.053681,2.180021,1.795468,2.152122,2.243726,1.698667,1.869869,1.584799,1.457821,1.375373,1.528961,1.146056,1.483992,1.487135,1.534837,1.433112,1.587246,1.338487,1.511821,1.529634,1.243625,1.279093,0.217244,0.2093607,0.1792954,0.247225,0.2938575,0.3640196,0.1990095,0.4939309,0.2429435,0.3025553,0.1845727,0.3192161,0.2969341,0.2619998,0.4948249,0.5853994,0.5497307,0.514124,0.5913458,0.4255676,0.5764543,0.5718058,0.5894045,0.5807148,0.6208174,0.5133783,0.6092153,0.6320581,0.4841937,0.5270298,0.7806729,0.7611151,0.7691673,0.7380269,0.7760124,0.7347944,0.7427066,0.7443995,0.6974425,0.7279814,0.7479808,0.7013555,0.6815584,0.7322534,0.6841407,0.02236938,0.09133901,0.1038514,0.05123901,0.1062621,0.1651917,0.09370153,0.1137879,0.07589722,0.2277836,0.04776002,0.02713011,0.1106262,0.02395629,0.3676805,0.004486086,0.146988,0.01580811,0.07766722,0.04013062,0.01788329,0.003509522,0.001678467,0.01763918,0.1153701,0.02487184,0.1291992,0.0488891,0.00302124,0.02667233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.33085,32.46941,33.79824,29.32887,23.06848,34.8749,32.33066,27.9324,28.76756,176,207,184,224,123,235,238,145,194,190,196,206,212,133,206,175,203,191,235,176,224,228,196,151,195,177,182,231,153,192,7,10,47,7,10,19,18,99,54,41,27,48,9,13,30,11.51312,21.01554,14.36738,18.48898,9.599722,19.09085,14.09936,20.16669,14.59814,15.32798,17.86754,10.21742,14.9069,9.580166,16.56506,14.48719,23.02773,17.35192,21.49442,12.52109,22.09505,16.5961,22.81867,17.84318,17.9887,20.2994,12.92044,18.07326,12.08056,19.1397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06/09/2025 16:38:20,3.000,33,47,23.43374,23.42418,50.27284,51.43163,12.6233,12.63812,2555.443,892.3707,2.003137,1.970341,1.779904,2.038904,1.32478,1.881286,1.880156,2.107727,2.057847,2.114921,1.622923,2.388302,2.300576,1.598767,1.965985,1.54845,1.496377,1.353789,1.505096,1.035391,1.404111,1.402867,1.557845,1.467241,1.558074,1.261093,1.742468,1.642389,1.144807,1.369183,0.2314083,0.2153591,0.1838479,0.2432685,0.2572355,0.3243995,0.1584889,0.4683281,0.2181744,0.2770846,0.1400392,0.2670863,0.2495747,0.2260405,0.4640545,0.5764169,0.5652063,0.5107135,0.5819974,0.3819659,0.5380258,0.5376759,0.6017718,0.5839646,0.603488,0.4674426,0.6803681,0.6529832,0.4540137,0.5557358,0.7729622,0.7596908,0.7602841,0.7381809,0.7817882,0.7465594,0.7460213,0.7389819,0.7129881,0.7356986,0.7778316,0.7300479,0.7138185,0.7155197,0.6958946,0.02236938,0.1004387,0.1038514,0.05819954,0.1062621,0.1652892,0.1211115,0.1267007,0.07589722,0.2277836,0.04776002,0.03157534,0.1123671,0.02395629,0.3979767,0.00805003,0.1483153,0.01580811,0.07766722,0.04013062,0.02255046,0.003509522,0.001678467,0.01804744,0.124155,0.02764845,0.160501,0.0488891,0.00302124,0.02667233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.83327,28.6445,31.07281,36.17531,28.55831,28.80174,25.32913,32.46941,33.79824,29.32887,23.07704,34.8749,32.33066,27.9324,28.76756,181,152,211,128,136,191,194,220,179,220,107,228,256,124,228,201,165,222,162,125,188,185,231,111,200,156,204,265,159,237,4,36,10,0,2,18,22,41,35,14,103,26,11,8,44,12.902,24.4941,16.42473,19.92957,10.27669,20.91455,16.97903,21.47523,15.82044,17.62358,19.61832,11.87691,17.48583,10.65944,18.93067,16.21081,26.74064,19.79101,23.15232,13.54847,24.33836,19.7203,24.47967,19.3956,20.55657,22.30948,14.99707,21.07696,13.53498,21.84783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
